BALANCE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,response
30000,27,-1,0,0,0,12897,13484,6655,6618,2011,2211,2101,148,default
340000,25,-2,-2,-2,-2,-2,-2,466,-3,0,468,0,649,notdefault
50000,37,0,0,0,0,44828,43746,43122,43803,2005,2056,1737,1501,notdefault
440000,41,0,0,0,0,348397,356586,366049,262697,14006,19077,9518,9576,notdefault
130000,56,0,0,0,0,121165,109805,111780,116357,4000,5000,8000,4000,notdefault
100000,39,0,0,0,0,97944,99580,92297,184134,4296,4068,2037,1408,notdefault
340000,44,0,0,0,0,327058,335584,330510,272220,16004,312723,9748,9800,default
70000,39,0,0,0,0,124493,125680,129498,131216,4800,5900,6000,9200,notdefault
280000,44,-2,-2,-2,-2,5374,12360,20721,0,12360,20721,0,0,default
100000,25,-1,0,0,-1,16659,13585,7886,5578,10000,4000,5578,11756,notdefault
20000,48,0,0,0,0,19590,19120,18932,18749,1308,1593,800,700,notdefault
20000,40,0,0,0,0,19816,20396,20102,19575,1601,2203,2114,0,notdefault
290000,41,-1,-1,-1,-1,6959,6891,980,4059,6891,980,4059,2473,notdefault
460000,43,-2,-2,-2,-2,7677,21748,4032,23724,21958,4052,23862,13036,notdefault
180000,51,0,0,0,0,40310,41634,44959,50198,2000,4000,6000,3000,notdefault
200000,26,-1,-1,-1,-1,8355,8355,8355,8355,8355,8355,8355,8355,notdefault
210000,31,0,0,0,0,157544,160437,129247,119579,7505,7072,4009,8000,notdefault
50000,47,0,0,0,0,11961,14259,16028,17760,2500,2000,2000,2000,notdefault
50000,24,3,2,2,2,8506,10194,10928,10456,2000,1200,0,1000,default
320000,43,-1,-1,-1,0,3274,86251,14857,12157,86682,14871,260,43,default
110000,35,3,2,2,3,450,450,450,450,0,0,0,0,default
100000,45,0,0,0,0,99626,101446,21300,20091,4600,1429,600,600,notdefault
50000,53,0,0,0,0,49696,50893,50532,19632,2000,2000,1000,763,notdefault
150000,34,-2,-2,-2,-2,0,0,0,0,0,0,0,0,default
500000,32,0,0,0,0,208603,211340,166739,166464,8444,8009,5301,5220,notdefault
90000,28,0,0,2,2,87916,87459,88183,91204,5800,5400,5804,0,default
50000,26,-1,-1,-1,-1,1902,782,0,4699,782,0,4699,0,notdefault
180000,49,-2,-1,-1,-2,106,3166,106,59,3166,106,59,47,notdefault
30000,52,1,2,0,0,18034,16604,16635,15413,6,1335,2000,0,notdefault
20000,28,0,0,0,-2,19849,20650,0,0,1650,0,0,0,notdefault
210000,29,-1,-1,-1,-1,1383,484,971,3764,484,980,4000,266,notdefault
190000,35,6,5,4,3,254951,237094,218603,202639,0,0,0,0,default
500000,46,-2,-2,-2,-2,11100,16966,10000,14218,16966,10000,14218,62500,notdefault
300000,40,-1,2,2,-2,7111,7111,0,0,0,0,0,0,notdefault
420000,34,0,0,0,0,454391,466810,483277,479800,20000,24000,11000,10000,notdefault
80000,26,0,0,-1,-1,40216,10400,10935,2318,1400,10935,2324,707,notdefault
60000,38,1,2,0,0,49808,48736,49525,57564,0,1900,8900,0,default
90000,24,-1,-1,-1,-1,595,207,18189,557,207,18281,557,0,default
160000,38,0,0,0,0,47268,47269,45688,47690,2725,2767,2769,1791,notdefault
210000,52,0,0,-1,0,5723,3386,8964,2241,1237,4482,0,2241,notdefault
500000,36,-2,-2,-2,-2,-1,229,504,24125,230,625,24246,19709,notdefault
80000,49,0,0,0,0,61267,61300,61001,58759,2179,2226,2004,2132,notdefault
20000,40,2,2,2,0,15563,16995,16433,17443,2000,0,1289,2100,notdefault
80000,28,-1,0,0,0,77701,19577,22033,57522,2000,2800,36000,2500,notdefault
380000,41,0,0,2,0,350341,357703,344460,347754,28400,0,12800,12500,notdefault
200000,52,-1,-1,2,-1,316,632,316,782,632,0,782,316,default
110000,56,0,0,0,0,46486,35758,34323,30452,4086,1428,1318,2171,notdefault
250000,35,0,0,0,0,277822,255167,233029,279256,6150,6235,80000,923,notdefault
50000,26,0,0,0,0,25126,26697,28222,27180,2000,2000,2000,1500,notdefault
180000,25,0,0,0,0,12891,14275,15737,16603,1600,2000,1500,1003,notdefault
230000,32,-2,-2,-2,-2,2774,0,0,0,0,0,0,0,notdefault
50000,23,0,-1,-1,-1,1980,269,-721,-710,269,710,268,45171,notdefault
20000,45,-1,-1,-1,-1,1403,6920,10785,390,6990,10785,390,6210,notdefault
180000,29,0,0,0,0,115191,117488,118504,119034,5700,4400,2500,937,notdefault
10000,25,0,0,0,0,5378,6482,7308,5736,1200,1000,115,500,notdefault
100000,23,0,0,0,0,42409,43404,44446,45704,1700,1742,2000,10000,notdefault
100000,31,1,2,-1,-1,9311,5107,1647,3348,0,1647,3348,1458,notdefault
260000,26,0,0,0,0,164351,164244,158124,62373,7000,5115,2000,746,notdefault
50000,50,0,0,0,2,63889,65512,68764,14353,2800,4000,0,2000,notdefault
90000,28,2,2,0,0,65521,63869,65212,66627,0,2368,2500,5140,default
100000,27,0,0,0,0,55734,52557,33415,28776,1631,1286,200,645,notdefault
200000,37,1,2,0,0,226365,214261,210315,206563,0,8000,9000,8000,notdefault
240000,35,1,-1,-1,0,0,11901,5736,1000,11901,5758,0,150,notdefault
110000,29,0,0,0,0,69718,67961,68306,69786,3000,2000,2049,2000,notdefault
280000,29,-1,-1,-1,-1,7545,2549,3266,10501,2709,3284,11001,8,notdefault
220000,48,3,2,2,-2,2500,2500,0,0,0,0,0,0,default
360000,45,-2,-2,-2,-2,3401,2655,1064,530,2655,1064,530,822,notdefault
50000,38,0,0,0,0,25809,14888,20803,18395,2000,20000,700,665,notdefault
230000,28,0,-1,-1,-1,152966,65722,11666,18844,65722,20000,18844,34983,notdefault
360000,50,-2,-2,-2,-2,0,0,0,0,0,0,0,0,default
30000,25,0,0,0,0,29745,16309,5235,3122,2500,1517,2000,11446,default
350000,53,-1,-1,-1,-1,5095,4815,61044,22611,4840,61349,22687,1389,notdefault
270000,60,-1,-1,-1,-1,836,836,836,836,836,836,836,1972,default
100000,25,-1,-1,-1,-1,416,416,0,416,416,0,832,416,notdefault
30000,51,5,4,3,2,26551,25855,25146,26549,0,0,2113,0,default
20000,28,2,0,0,0,14043,13266,14340,15301,1600,1600,1500,0,notdefault
260000,36,-1,-1,-1,-1,17631,13184,1700,5190,13184,1700,5190,8455,notdefault
200000,46,1,2,2,2,73537,71796,80453,58257,0,10000,0,40000,default
320000,29,0,0,0,0,225892,209493,170336,173806,9429,6189,6309,6510,notdefault
50000,24,0,0,0,0,27788,19742,20672,16336,2000,1600,1000,1000,notdefault
280000,35,1,-1,-1,-1,0,416,832,0,416,832,0,832,notdefault
150000,32,0,0,2,2,52582,57496,55705,57210,6395,0,2100,222,default
30000,56,2,2,2,2,26008,27091,27648,29297,1800,1300,2400,0,default
110000,43,2,2,0,0,114614,111306,112173,93675,0,5000,3000,2100,default
120000,34,0,0,0,-1,8113,8796,12210,3095,2000,5312,3095,0,notdefault
330000,32,0,0,0,0,155927,141523,134480,126316,5388,5079,4876,4400,notdefault
400000,30,0,0,0,0,12820,15463,50040,22072,5427,37505,10077,233,notdefault
80000,28,0,0,0,0,150651,52233,81162,71470,3905,81000,1513,47921,notdefault
200000,35,0,0,0,0,72450,52795,41861,34531,5556,1000,2000,1000,notdefault
420000,32,-1,-1,-1,-1,1100,1183,2736,0,1183,2736,0,0,notdefault
140000,27,0,-1,-1,0,24048,1999,109104,110336,2014,110330,5012,5000,notdefault
180000,26,-1,-1,-1,0,390,390,5248,4167,390,5248,5,780,notdefault
100000,32,-1,-1,-1,-1,671,671,671,1642,671,671,1642,0,default
360000,41,-1,-1,-1,-1,390,390,390,390,390,390,390,390,notdefault
170000,51,-1,-1,-1,-1,316,316,316,316,316,316,316,316,notdefault
100000,36,0,0,2,0,10672,11025,5791,3623,2355,0,500,2000,notdefault
20000,22,1,2,2,0,17336,17751,18113,14885,1000,1003,1300,900,default
100000,51,1,-2,-2,-1,0,0,0,300,0,0,300,0,default
440000,28,0,0,0,0,412962,409812,393255,370202,15000,20000,15305,10070,notdefault
150000,26,-1,0,0,0,29997,31171,30356,30545,2000,2000,2000,1200,notdefault
20000,25,4,3,2,0,20610,20005,19331,19333,0,0,500,715,default
50000,24,0,0,0,0,48658,46749,42190,30683,1900,1613,1504,1200,notdefault
120000,28,0,0,0,0,93623,95472,93778,86416,3440,5017,5000,2000,notdefault
500000,40,0,0,0,-1,94585,61111,24801,6288,2659,2090,6333,178460,notdefault
500000,54,0,0,0,0,455977,397418,392278,375931,13455,13691,12692,11883,notdefault
80000,25,-1,-1,-1,-1,2109,1257,466,628,1257,466,628,2395,notdefault
50000,55,2,0,0,0,47067,48410,49218,18937,2400,2200,824,700,notdefault
50000,44,2,2,2,2,19178,20088,19499,21578,1500,0,2385,0,default
50000,46,0,0,0,0,13406,15175,16227,17746,2000,1600,2100,1930,notdefault
60000,26,0,0,0,0,57171,58656,53271,54331,2464,1932,1944,2057,notdefault
50000,43,0,0,0,0,50444,49654,49921,50512,2000,2050,1641,1000,notdefault
160000,24,0,0,0,0,157389,158475,162309,162462,6800,6500,6000,6200,notdefault
50000,32,0,0,0,0,48508,49213,38280,12305,3037,1800,1130,2000,notdefault
80000,28,0,0,-2,-2,78429,0,0,0,0,0,0,0,notdefault
60000,32,0,0,0,0,56228,56861,58152,58615,2147,4740,1926,2597,notdefault
500000,37,0,0,0,0,208068,188873,170225,170407,30072,10093,20031,60030,notdefault
210000,35,0,0,0,0,44552,45831,46870,48089,2000,1800,2000,2000,notdefault
160000,38,0,0,0,0,151963,141884,143428,146289,5100,7100,7500,4500,notdefault
230000,35,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
340000,43,0,0,0,0,15928,18338,20035,24238,3000,2000,5000,1000,notdefault
140000,48,1,-1,-1,-1,0,780,1176,0,780,1176,0,780,notdefault
70000,22,0,0,0,0,68247,68263,22551,16008,2120,1010,328,0,notdefault
140000,26,0,0,0,0,140881,136889,140615,78486,8140,8000,4000,1917,notdefault
100000,52,0,0,0,0,55120,56636,58215,16809,2403,2875,1010,10844,notdefault
50000,45,0,0,0,0,4151,5162,6184,7194,1088,1110,1120,262,default
360000,31,-2,-1,-1,-2,-4,434,0,0,438,0,0,0,default
20000,24,0,0,0,0,3843,4110,4560,4567,1073,1258,1000,228,notdefault
50000,34,0,0,0,0,46337,47384,48382,49392,1792,1790,1800,2000,notdefault
160000,35,2,2,2,2,131104,133828,135146,136520,6300,5000,5100,5252,default
180000,43,-2,-1,-1,-1,8657,6847,18762,22928,6847,18762,22928,0,notdefault
30000,36,0,0,0,-2,30328,29999,0,0,1768,0,0,0,default
260000,33,0,0,0,0,18460,20321,22643,20864,3000,3000,2000,5634,notdefault
50000,59,0,0,-2,-2,51400,0,0,0,0,0,0,0,notdefault
160000,27,-2,-2,-2,-2,717,3265,5105,3326,3269,5109,3328,5494,default
140000,33,1,-1,-1,-2,0,840,0,0,840,0,0,0,notdefault
150000,28,0,0,0,0,88506,58699,60252,62245,2200,2500,3000,3000,notdefault
150000,43,-2,-2,-2,-2,1000,0,0,1522,0,0,1522,5014,notdefault
400000,40,0,0,0,0,178069,181613,186905,188959,6496,8214,6621,3400,notdefault
210000,28,-1,-1,-1,-1,1832,1074,1002,711,1074,1002,711,420,notdefault
230000,31,0,0,0,0,160413,149267,126107,105831,6011,5012,2000,2300,notdefault
500000,43,0,0,0,0,124362,126860,129576,129863,4567,4787,4745,4256,notdefault
170000,48,0,0,0,0,99728,97889,99902,100128,4500,5000,4000,4000,notdefault
300000,29,-2,-2,-2,-2,-5478,-8584,-14998,10980,1220,33,30044,12,notdefault
300000,41,-1,-1,-1,-1,3399,0,4358,862,0,4358,862,0,notdefault
160000,38,-1,-1,-1,-1,4473,4664,5969,18941,4664,5969,18941,0,notdefault
20000,45,-1,2,0,0,1340,950,1560,1170,0,1000,0,0,default
280000,25,0,0,0,0,9895,7402,7701,8951,3011,3007,3019,2004,notdefault
70000,40,0,0,0,0,5481,6495,7514,8582,1113,1132,1200,600,notdefault
210000,27,0,0,0,0,15663,8513,8607,9137,1500,1006,1500,1500,notdefault
50000,23,0,0,0,0,8400,9412,10433,11443,1160,1181,1191,1016,notdefault
60000,28,0,0,0,-1,38991,13115,2958,4556,10008,2950,4556,19938,notdefault
450000,31,1,2,2,2,153246,151659,10199,0,4009,2000,0,0,default
100000,23,0,0,0,0,85435,85957,86295,86945,3143,3052,3264,10398,notdefault
50000,43,0,0,0,0,29308,20491,20846,20247,2000,1340,1298,827,default
10000,36,0,0,0,2,5104,6133,8432,8150,1274,2573,0,1086,notdefault
210000,33,0,0,0,-2,29672,31050,0,0,2100,0,0,0,notdefault
200000,38,0,0,0,-1,60473,151786,109495,13785,101796,29894,13943,21865,notdefault
80000,27,0,0,0,0,38220,33962,31297,27679,3000,1000,730,2015,notdefault
350000,27,0,0,0,0,16022,17059,17772,18127,1600,1300,650,700,notdefault
120000,26,3,3,2,2,12034,12548,12056,13958,1000,0,2400,100,notdefault
140000,31,0,0,0,0,98250,100319,102231,95852,4600,4523,4300,3300,notdefault
110000,42,0,0,0,2,5174,6184,8383,8394,1106,2393,300,0,notdefault
120000,27,-1,-1,2,-1,1066,5079,2528,4007,5079,0,4007,7457,notdefault
50000,24,0,0,0,0,5219,6475,7483,7709,1500,1274,500,500,notdefault
150000,32,-2,-2,-2,-2,1999,3769,1999,1999,3769,1999,1999,1500,notdefault
210000,35,-1,-1,-2,-2,3805,0,0,0,0,0,0,0,notdefault
360000,25,0,0,0,0,160411,163079,166445,168301,6200,6200,4768,5000,notdefault
170000,35,-2,-2,-2,-2,-21,-21,-21,-21,0,0,0,0,notdefault
60000,27,0,0,0,0,12193,13983,15746,17486,2000,2000,2000,0,notdefault
50000,35,0,0,0,0,48658,50709,36114,23706,3000,2000,3005,700,notdefault
50000,50,1,1,-2,-2,36750,0,0,0,5000,0,0,0,notdefault
250000,35,1,2,2,2,196192,191745,205681,200988,0,17000,0,20000,notdefault
400000,34,-2,-2,-2,-2,10150,5869,5750,132866,5869,5750,132872,21780,notdefault
180000,27,0,0,0,0,181219,183311,183936,181370,7000,8021,6315,6432,notdefault
20000,29,0,0,0,0,15890,13995,13375,14205,2000,2000,1000,2000,notdefault
240000,38,-1,-1,-1,-1,3833,4890,4157,14342,4890,4164,14371,11411,notdefault
130000,30,0,0,0,0,126834,128882,15621,0,5802,1000,0,0,notdefault
50000,44,0,0,0,0,46363,47356,48905,49794,1762,2311,2200,176,notdefault
110000,41,2,2,2,2,23078,25883,25182,28945,3200,0,4200,0,default
130000,43,3,2,2,2,19085,18491,20579,19950,0,2400,0,2000,default
50000,46,0,0,0,0,50297,46613,46666,20162,1852,4050,676,730,default
20000,34,0,0,0,0,5185,6547,8879,10926,2000,3000,3000,7000,notdefault
180000,39,1,-2,-2,-2,0,0,0,0,0,0,0,0,default
400000,51,0,0,0,0,373702,343591,352484,338823,13000,15000,14000,11500,notdefault
500000,42,0,0,0,-1,47556,36675,9739,579,2016,1049,767,87150,notdefault
210000,33,1,-2,-1,-1,0,0,3104,4056,0,3104,4056,565,default
100000,39,0,0,0,0,100224,101236,101125,96765,4000,3544,3519,5000,notdefault
60000,55,1,2,0,0,61278,59106,54647,56071,17,2249,2604,983,notdefault
50000,23,0,0,0,0,48025,47611,44249,29321,2122,1815,1184,1206,notdefault
20000,53,2,2,-2,-2,19369,3888,3167,-129,3900,3179,773,9832,notdefault
180000,23,0,0,0,0,177736,157096,33700,0,6849,1500,0,0,notdefault
150000,27,0,0,0,0,61162,50928,47542,46644,3000,5000,5065,5000,notdefault
10000,29,1,2,2,2,8393,9069,8019,5819,1000,2000,1000,0,notdefault
190000,37,-1,-1,-1,0,752,1302,18666,19623,1302,18666,2000,3000,default
50000,38,0,0,0,0,7980,10513,9922,8633,3000,1200,1800,0,notdefault
200000,43,1,-1,-1,-1,0,2112,723,150,2112,981,150,0,notdefault
60000,26,0,0,0,0,58643,47548,48491,28518,2100,2000,1000,959,notdefault
190000,54,0,0,0,0,142032,40883,42835,31982,5883,2835,5982,33329,notdefault
30000,28,-1,0,0,0,27368,23023,27428,28720,3000,5000,2000,780,default
190000,36,0,0,0,0,187972,188542,190411,190197,8197,8400,6486,6046,notdefault
260000,29,-2,-2,-1,0,-5,-5,9571,7235,0,9576,29,0,notdefault
240000,30,-1,-1,0,-1,4684,18412,16580,416,18432,1416,16580,416,default
140000,41,0,0,2,2,57607,60676,64072,62444,4000,5000,0,6000,notdefault
340000,29,0,0,0,0,277140,272579,271986,227152,10000,13012,8008,8343,default
180000,41,-1,-1,-1,-1,6092,3576,13920,11112,4198,13935,11112,3182,notdefault
90000,26,1,2,2,-1,23812,15616,11988,32658,0,1525,35011,3000,notdefault
310000,29,2,2,2,-1,400,400,400,20334,0,0,20334,0,notdefault
170000,39,0,0,0,0,60514,33711,21660,23307,5011,5000,6538,4167,notdefault
200000,27,0,0,0,0,174381,177078,184026,192069,7000,10000,11000,10043,notdefault
180000,33,-1,-1,-1,-1,4160,7817,2358,18572,7817,2358,18577,11560,notdefault
260000,37,-2,-2,-2,-2,256,188,188,198,188,188,198,217,notdefault
210000,34,0,0,0,0,146756,150057,153238,156384,5500,5510,5500,6000,notdefault
240000,49,-2,-1,2,-1,0,2353,2135,3305,2421,0,3305,0,notdefault
420000,32,0,0,2,2,203843,21400,800,0,3200,0,0,0,notdefault
180000,28,0,0,0,0,12595,18704,24410,29184,7000,7000,7000,5000,notdefault
180000,41,0,0,0,0,141137,130282,109327,77752,5481,4399,3008,2150,notdefault
230000,30,0,0,0,0,5442,5142,5305,5661,1210,3116,1000,2000,notdefault
170000,42,-1,-1,-1,-1,552,552,552,552,552,552,552,552,notdefault
20000,32,0,0,0,0,3448,4460,5326,6574,1230,1096,1344,1187,notdefault
390000,38,0,0,0,0,164418,167501,134282,128701,9000,7027,5000,5000,notdefault
150000,36,-2,-2,-2,-2,5253,0,0,0,0,0,0,0,notdefault
260000,35,-2,-2,-2,-2,-7,-7,2493,2290,0,2507,2297,432,notdefault
100000,28,2,2,2,2,72464,70710,72432,74322,0,3462,3700,2000,default
90000,27,0,0,0,0,83840,81111,83081,60210,3200,3500,3000,2600,notdefault
160000,42,-2,-2,-2,-2,0,0,0,0,0,0,0,741,notdefault
50000,28,0,0,0,0,48431,45008,40226,41256,1700,2000,1700,3400,notdefault
120000,39,0,0,0,0,51662,30285,24879,29479,10000,6000,5000,7553,notdefault
500000,28,0,0,-1,0,19543,21788,19323,33146,5110,19623,15000,7000,notdefault
200000,27,-2,-2,-2,-2,-3,-3,-3,360,0,0,363,0,notdefault
80000,43,0,0,0,0,78726,78837,76792,61435,3000,3000,3000,1500,notdefault
210000,27,1,-1,2,0,0,628,232,1067,628,0,1000,0,notdefault
150000,51,0,0,0,0,113647,117322,119935,124913,5001,4000,6006,5000,notdefault
200000,29,-2,-2,-2,-2,2692,4399,5555,5818,4403,5573,5947,3686,notdefault
70000,26,0,0,0,0,41659,42652,43705,45965,1687,1740,3000,1700,notdefault
20000,27,0,0,0,0,20443,19038,38730,-210,1558,1400,400,1290,notdefault
310000,29,0,0,0,0,31132,45718,62992,62473,20000,20000,2500,11056,notdefault
80000,39,0,0,0,0,46401,39456,30712,29629,1560,1421,1001,1000,notdefault
320000,46,-2,-2,-2,-2,17849,5149,16615,2914,5149,16654,2914,696,notdefault
160000,39,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
360000,28,-1,-1,-1,0,12393,3434,79795,49160,3445,80401,32083,2907,notdefault
130000,34,0,0,0,0,76589,77387,78995,80190,3400,4200,4500,3000,notdefault
110000,38,3,2,2,0,78480,80604,78326,44890,4000,0,2000,1500,default
40000,27,1,2,0,0,11310,10842,12896,14675,0,2554,2000,3000,notdefault
50000,23,0,0,0,0,33239,33199,33757,23332,6010,5008,3013,5035,notdefault
60000,23,2,0,0,0,60406,57491,59137,59345,2055,2570,1620,1020,notdefault
360000,37,-2,-2,-2,-2,880,22311,-447,-6146,22311,26,0,25461,notdefault
50000,48,0,0,0,0,42156,40584,33777,18815,4022,1347,1013,1000,notdefault
60000,28,1,2,2,2,61474,59121,63389,60919,0,5229,18,3779,notdefault
30000,43,2,2,2,2,14697,17332,16770,18483,3200,0,2300,0,default
330000,39,0,0,0,0,156853,139687,120586,123152,5757,3923,4108,3632,notdefault
80000,26,0,0,0,0,75405,75681,72263,50312,3000,2200,1730,1800,notdefault
70000,28,0,0,0,0,19728,16923,10076,33079,8000,2000,30000,5000,notdefault
140000,24,0,0,0,0,20923,19713,19385,19244,1633,1600,800,1753,notdefault
80000,27,-1,0,0,0,45198,45572,40910,40969,2000,2000,1600,1500,default
180000,39,2,2,2,0,180645,184303,179230,181763,8000,0,7000,7000,default
50000,49,2,0,0,0,50986,48599,17815,16362,1325,1512,532,514,notdefault
450000,39,-2,-2,-2,-2,8494,24178,5307,118852,25128,5318,118877,11489,notdefault
20000,23,-1,-1,-1,2,7186,3478,137,1714,8060,137,5199,17694,notdefault
500000,43,1,-2,-2,-2,0,0,0,0,0,0,0,177,notdefault
300000,53,-2,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
30000,35,1,-1,0,0,0,741,1775,3040,741,1034,1299,0,notdefault
360000,54,1,-2,-2,-1,0,0,0,2580,0,0,2580,0,notdefault
230000,36,-2,-2,-2,-2,3245,1855,2577,8001,1864,2590,8039,2984,notdefault
480000,40,0,0,0,0,69011,69842,71857,66673,3000,3000,2096,2115,notdefault
200000,41,1,-1,0,-1,2217,61328,2877,160944,61634,2877,160944,0,default
20000,57,-1,-1,-2,-1,170,-220,-610,18990,0,0,19990,390,notdefault
500000,38,1,2,0,0,91662,88467,90193,94629,0,4500,7200,8,notdefault
290000,34,0,0,0,0,38027,23036,129433,117500,6000,120000,5000,5000,notdefault
50000,23,0,0,0,0,49103,44351,38726,28598,1800,2128,1000,1100,notdefault
360000,26,0,0,0,0,358897,357100,362900,293597,14245,14061,11028,8813,default
210000,42,1,-1,-1,0,0,1200,12466,16870,1200,12466,6004,6000,default
140000,33,0,0,0,0,85314,87042,90165,91318,4000,5000,2000,4000,notdefault
20000,57,1,2,2,-2,1472,211,-1050,-1440,0,0,0,0,default
10000,62,-2,-2,-2,-2,2778,1939,2038,1938,1939,2040,1938,0,notdefault
80000,41,0,0,-1,0,3482,2946,1524,2946,1000,1524,1473,1473,notdefault
30000,38,3,2,0,0,3379,1715,1170,780,0,1100,0,0,notdefault
270000,29,0,0,0,0,125120,102046,91426,93262,4000,2969,3000,4000,notdefault
440000,54,0,0,0,0,293717,254498,169622,169140,9700,6323,5700,4800,notdefault
280000,29,-2,-2,-2,-2,190601,4987,651,3126,4987,651,3126,3707,notdefault
110000,39,0,0,0,0,73064,70373,71730,73208,3900,3200,2600,3000,notdefault
330000,41,-1,-1,-1,-1,11006,4160,48549,16942,4160,48549,18562,0,notdefault
700000,39,0,0,0,0,99259,102345,109636,326,5000,10000,326,2016,notdefault
20000,25,1,2,0,0,20873,20240,20365,19565,4,1378,1203,15460,default
130000,40,-1,-1,-1,-1,390,390,390,390,390,390,390,390,notdefault
80000,51,0,0,0,0,80904,64144,54029,51497,2500,2200,1817,1200,notdefault
50000,23,1,2,0,0,19203,17242,18245,18454,0,1299,807,678,default
180000,31,4,4,4,3,83020,84654,82852,81162,3500,0,0,0,default
150000,36,1,2,2,4,125938,132110,142876,139097,9734,14500,0,2000,notdefault
370000,39,1,2,-1,2,3633,1746,3677,1746,0,3677,0,1746,notdefault
50000,23,-1,0,0,0,48570,48599,49124,48930,1773,2246,2000,3000,notdefault
90000,49,-1,2,2,0,69380,70886,69402,1332,2800,0,0,272,notdefault
80000,51,2,-1,2,-1,1041,780,390,992,1000,0,992,0,default
150000,30,0,-1,0,0,7674,432,2232,0,432,2000,0,0,notdefault
360000,38,1,-2,-2,-2,0,0,0,0,0,0,0,0,notdefault
310000,26,-2,-2,-2,-2,297,0,0,0,0,0,0,0,notdefault
390000,28,0,0,0,0,60697,64440,67503,68566,5000,5000,5007,5000,notdefault
240000,47,0,0,0,0,205495,236484,243567,44351,34700,11005,8006,202000,notdefault
20000,46,1,2,0,0,13254,12749,13834,14894,0,1600,1600,700,default
50000,40,0,-1,-1,-1,19869,15584,4377,0,15584,4377,0,0,notdefault
90000,60,-1,-1,-1,0,1933,63201,5322,27878,63201,5322,26400,545,notdefault
270000,31,-2,-2,-2,-2,0,1521,0,0,1521,0,0,0,notdefault
230000,31,0,0,-2,-1,4908,0,0,51750,0,0,52066,2000,notdefault
240000,33,-2,-2,-2,-2,5000,0,5000,0,0,5000,0,254,notdefault
380000,30,0,0,0,0,47765,47945,135167,95527,3000,90527,5000,3000,notdefault
20000,41,1,2,-1,-1,9913,3261,1491,390,50,1491,2500,390,notdefault
100000,35,0,0,0,0,5830,6694,7855,8076,1118,1279,500,500,notdefault
200000,26,-2,-2,-1,0,0,1516,11533,9463,1516,11533,189,1000,notdefault
50000,42,0,0,0,0,45220,46272,47330,48337,1800,1800,1800,1748,notdefault
20000,36,-1,0,-1,-1,16842,16300,390,14536,1000,390,14536,149,notdefault
300000,58,-1,-1,-1,-2,13620,5779,-1921,-1921,5823,0,0,3833,notdefault
110000,50,0,0,0,0,109192,106322,67727,47313,4300,3000,2000,1700,notdefault
100000,27,0,0,0,0,100751,99777,99479,94028,3592,4252,2620,408,notdefault
280000,31,0,0,0,0,207966,209146,213900,5202,5078,5069,109,97,notdefault
100000,50,0,0,0,0,16469,17885,19587,21256,2000,2000,2000,2000,notdefault
80000,24,1,-2,-1,-1,0,0,2455,2500,0,2455,2500,1307,notdefault
20000,61,3,2,2,-1,1930,1742,-780,1170,0,0,1950,0,notdefault
210000,43,-1,-1,-1,-2,7605,1170,0,0,1170,0,0,0,notdefault
50000,27,0,0,0,0,47481,36112,31992,33361,1910,1790,79,100,notdefault
60000,32,0,0,0,0,62552,26929,27967,28526,1500,1500,1003,1500,notdefault
300000,43,0,0,0,0,36062,37055,38354,39634,1897,2196,2476,3439,notdefault
20000,40,-1,-1,-1,-1,836,836,390,390,836,390,390,390,default
60000,24,0,0,0,0,60491,61319,56550,43279,2560,1593,1348,1012,default
20000,22,0,0,2,2,18690,12289,5560,6310,3500,1000,1000,1000,notdefault
340000,32,0,-1,0,0,11049,57301,59375,60216,57301,3000,2600,1000,notdefault
230000,27,-1,-1,-1,-1,16646,17265,13266,15339,17270,13281,15339,14307,notdefault
100000,47,0,0,0,0,27555,29798,31028,33544,3000,2028,3354,2328,notdefault
180000,27,2,2,2,2,81044,78403,58083,58244,2600,0,4700,0,default
140000,45,-1,3,2,2,104144,106179,106947,107690,5200,4000,4000,4000,default
100000,36,-2,-2,-2,-2,16155,3514,3400,15156,3514,3400,15156,13920,notdefault
270000,36,0,0,0,2,78630,68921,46512,40335,10076,4018,14,2051,notdefault
10000,49,2,0,0,0,2240,3100,4116,5280,1057,1073,1237,500,default
30000,47,0,0,0,0,25262,24365,5160,6160,1518,1000,1000,0,notdefault
20000,44,0,0,0,0,5636,6737,7832,8624,1200,1208,1000,176,notdefault
50000,31,0,0,0,0,45194,22298,16055,17281,1500,1500,1500,2000,notdefault
150000,26,0,0,0,0,38580,38168,37775,36390,2000,3473,1000,390,notdefault
200000,59,0,0,0,0,180887,166921,155945,109271,10000,30000,7,7000,notdefault
50000,44,0,0,0,0,49996,50386,24565,21098,1596,1291,695,668,default
80000,26,2,0,0,0,78768,79611,80770,53142,3500,4450,2249,1200,notdefault
20000,39,1,2,2,2,8562,9478,8198,9752,1200,0,1700,0,default
260000,30,0,0,0,2,98560,100980,222102,108724,4000,11900,207,2003,notdefault
